,urn,public_domain,license,actions
20951,URN:NBN:no-nb_digibok_2009080703011,True,publicdomain,['download']
20952,URN:NBN:no-nb_digibok_2014051408205,True,publicdomain,['download']
20953,URN:NBN:no-nb_digibok_2017061926012,True,publicdomain,['download']
20954,URN:NBN:no-nb_digibok_2019061926015,True,publicdomain,['download']
20955,URN:NBN:no-nb_digibok_2019112926006,True,publicdomain,['download']
20956,URN:NBN:no-nb_digibok_2014033124002,True,publicdomain,['download']
20957,URN:NBN:no-nb_digibok_2008011510005,True,publicdomain,['download']
20958,URN:NBN:no-nb_digibok_2021042748547,True,publicdomain,['download']
20959,URN:NBN:no-nb_digibok_2009012903014,True,publicdomain,['download']
20960,URN:NBN:no-nb_digibok_2011070508057,True,publicdomain,['download']
20961,URN:NBN:no-nb_digibok_2010031003059,True,publicdomain,['download']
20962,URN:NBN:no-nb_digibok_2009072003023,True,publicdomain,['download']
20963,URN:NBN:no-nb_digibok_2021090648645,False,bokhylla,
20964,URN:NBN:no-nb_digibok_2015051929001,False,copyrighted,['download']
20965,URN:NBN:no-nb_digibok_2009051203033,False,bokhylla,
20966,URN:NBN:no-nb_digibok_2008062312004,True,publicdomain,['download']
20967,URN:NBN:no-nb_digibok_2008033104058,True,publicdomain,['download']
20968,URN:NBN:no-nb_digibok_2019011448585,True,publicdomain,['download']
20969,URN:NBN:no-nb_digibok_2014111408017,False,bokhylla,
20970,URN:NBN:no-nb_digibok_2008090800096,True,publicdomain,['download']
20971,URN:NBN:no-nb_digibok_2018042548296,True,publicdomain,['download']
20972,URN:NBN:no-nb_digibok_2012070608312,True,publicdomain,['download']
20973,URN:NBN:no-nb_digibok_2013121924018,True,publicdomain,['download']
20974,URN:NBN:no-nb_digibok_2009092310001,True,publicdomain,['download']
20975,URN:NBN:no-nb_digibok_2018051548039,True,publicdomain,['download']
20976,URN:NBN:no-nb_digibok_2020060328012,True,publicdomain,['download']
20977,URN:NBN:no-nb_digibok_2018112826045,True,publicdomain,['download']
20978,URN:NBN:no-nb_digibok_2013121924026,True,publicdomain,['download']
20979,URN:NBN:no-nb_digibok_2010052806007,True,publicdomain,['download']
20980,URN:NBN:no-nb_digibok_2008072413001,True,publicdomain,['download']
20981,URN:NBN:no-nb_digibok_2014011608162,True,publicdomain,['download']
20982,URN:NBN:no-nb_digibok_2013112208012,True,publicdomain,['download']
20983,URN:NBN:no-nb_digibok_2016101148012,True,publicdomain,['download']
20984,URN:NBN:no-nb_digibok_2018050848148,True,publicdomain,['download']
20985,URN:NBN:no-nb_digibok_2009031003027,True,publicdomain,['download']
20986,URN:NBN:no-nb_digibok_2014011008020,True,publicdomain,['download']
20987,URN:NBN:no-nb_digibok_2019112926062,True,publicdomain,['download']
20988,URN:NBN:no-nb_digibok_2008060613009,True,publicdomain,['download']
20989,URN:NBN:no-nb_digibok_2019030726012,True,publicdomain,['download']
20990,URN:NBN:no-nb_digibok_2008070110002,True,publicdomain,['download']
20991,URN:NBN:no-nb_digibok_2008120312003,True,publicdomain,['download']
20992,URN:NBN:no-nb_digibok_2012092812001,True,publicdomain,['download']
20993,URN:NBN:no-nb_digibok_2017081448183,False,copyrighted,['download']
20994,URN:NBN:no-nb_digibok_2009010803035,True,publicdomain,['download']
20995,URN:NBN:no-nb_digibok_2017101748052,True,publicdomain,['download']
20996,URN:NBN:no-nb_digibok_2014012208141,False,copyrighted,['download']
20997,URN:NBN:no-nb_digibok_2011040708100,True,publicdomain,['download']
20998,URN:NBN:no-nb_digibok_2017082926002,True,publicdomain,['download']
20999,URN:NBN:no-nb_digibok_2012062813003,True,publicdomain,['download']
21000,URN:NBN:no-nb_digibok_2014031408023,False,copyrighted,['download']
21001,URN:NBN:no-nb_digibok_2012121105051,True,publicdomain,['download']
21002,URN:NBN:no-nb_digibok_2018040448047,True,publicdomain,['download']
21003,URN:NBN:no-nb_digibok_2022032926030,True,publicdomain,['download']
21004,URN:NBN:no-nb_digibok_2009062412002,True,publicdomain,['download']
21005,URN:NBN:no-nb_digibok_2009030403050,True,publicdomain,['download']
21006,URN:NBN:no-nb_digibok_2019072448506,True,publicdomain,['download']
21007,URN:NBN:no-nb_digibok_2018051648027,True,publicdomain,['download']
21008,URN:NBN:no-nb_digibok_2018040448026,True,publicdomain,['download']
21009,URN:NBN:no-nb_digibok_2009022603031,True,publicdomain,['download']
21010,URN:NBN:no-nb_digibok_2006112300059,True,publicdomain,['download']
21011,URN:NBN:no-nb_digibok_2009012903013,True,publicdomain,['download']
21012,URN:NBN:no-nb_digibok_2017101048542,True,publicdomain,['download']
21013,URN:NBN:no-nb_digibok_2009101610003,True,publicdomain,['download']
21014,URN:NBN:no-nb_digibok_2016042929003,True,publicdomain,['download']
21015,URN:NBN:no-nb_digibok_2019081926004,True,publicdomain,['download']
21016,URN:NBN:no-nb_digibok_2019071948500,True,publicdomain,['download']
21017,URN:NBN:no-nb_digibok_2010072923007,True,publicdomain,['download']
21018,URN:NBN:no-nb_digibok_2017050948079,True,publicdomain,['download']
21019,URN:NBN:no-nb_digibok_2008031910006,True,publicdomain,['download']
21020,URN:NBN:no-nb_digibok_2019082926017,True,publicdomain,['download']
21021,URN:NBN:no-nb_digibok_2021020448609,False,ccbyncnd,['download']
21022,URN:NBN:no-nb_digibok_2018101726002,True,publicdomain,['download']
21023,URN:NBN:no-nb_digibok_2016060348137,True,publicdomain,['download']
21024,URN:NBN:no-nb_digibok_2010021803050,True,publicdomain,['download']
21025,URN:NBN:no-nb_digibok_2022011448105,True,publicdomain,['download']
21026,URN:NBN:no-nb_digibok_2015112508020,False,copyrighted,
21027,URN:NBN:no-nb_digibok_2012071105082,True,publicdomain,['download']
21028,URN:NBN:no-nb_digibok_2013061308030,True,publicdomain,['download']
21029,URN:NBN:no-nb_digibok_2012051608039,True,publicdomain,['download']
21030,URN:NBN:no-nb_digibok_2019112926032,True,publicdomain,['download']
21031,URN:NBN:no-nb_digibok_2008102300085,True,publicdomain,['download']
21032,URN:NBN:no-nb_digibok_2009040110001,True,publicdomain,['download']
21033,URN:NBN:no-nb_digibok_2013112706031,True,publicdomain,['download']
21034,URN:NBN:no-nb_digibok_2009052703012,True,publicdomain,['download']
21035,URN:NBN:no-nb_digibok_2017021048586,False,bokhylla,
21036,URN:NBN:no-nb_digibok_2013010208013,False,bokhylla,
21037,URN:NBN:no-nb_digibok_2014091608079,False,copyrighted,['download']
21038,URN:NBN:no-nb_digibok_2013050224015,True,publicdomain,['download']
21039,URN:NBN:no-nb_digibok_2017110648018,False,bokhylla,
21040,URN:NBN:no-nb_digibok_2011062123016,True,publicdomain,['download']
21041,URN:NBN:no-nb_digibok_2014101008097,True,publicdomain,['download']
21042,URN:NBN:no-nb_digibok_2006081700011,True,publicdomain,['download']
21043,URN:NBN:no-nb_digibok_2014111238016,False,bokhylla,
21044,URN:NBN:no-nb_digibok_2009020203017,True,publicdomain,['download']
21045,URN:NBN:no-nb_digibok_2018071248005,True,publicdomain,['download']
21046,URN:NBN:no-nb_digibok_2012041808039,False,bokhylla,
21047,URN:NBN:no-nb_digibok_2006111501040,True,publicdomain,['download']
21048,URN:NBN:no-nb_digibok_2017053048073,True,publicdomain,['download']
21049,URN:NBN:no-nb_digibok_2017111348039,True,publicdomain,['download']
21050,URN:NBN:no-nb_digibok_2011110306054,True,publicdomain,['download']
21051,URN:NBN:no-nb_digibok_2021042148591,True,publicdomain,['download']
21052,URN:NBN:no-nb_digibok_2019082926010,True,publicdomain,['download']
21053,URN:NBN:no-nb_digibok_2014011508190,True,publicdomain,['download']
21054,URN:NBN:no-nb_digibok_2013061808182,True,publicdomain,['download']
21055,URN:NBN:no-nb_digibok_2018042326007,True,publicdomain,['download']
21056,URN:NBN:no-nb_digibok_2013111808007,True,publicdomain,['download']
21057,URN:NBN:no-nb_digibok_2006112201024,True,publicdomain,['download']
21058,URN:NBN:no-nb_digibok_2008040200091,True,publicdomain,['download']
21059,URN:NBN:no-nb_digibok_2020102207640,False,bokhylla,
21060,URN:NBN:no-nb_digibok_2015072827001,True,publicdomain,['download']
21061,URN:NBN:no-nb_digibok_2008112403025,True,publicdomain,['download']
21062,URN:NBN:no-nb_digibok_2010092912008,False,bokhylla,
21063,URN:NBN:no-nb_digibok_2018022628005,True,publicdomain,['download']
21064,URN:NBN:no-nb_digibok_2010062806113,True,publicdomain,['download']
21065,URN:NBN:no-nb_digibok_2016101448030,True,publicdomain,['download']
21066,URN:NBN:no-nb_digibok_2021042348517,True,publicdomain,['download']
21067,URN:NBN:no-nb_digibok_2008100104057,True,publicdomain,['download']
21068,URN:NBN:no-nb_digibok_2008091503021,True,publicdomain,['download']
21069,URN:NBN:no-nb_digibok_2012042312003,True,publicdomain,['download']
21070,URN:NBN:no-nb_digibok_2009020900062,True,publicdomain,['download']
21071,URN:NBN:no-nb_digibok_2010020312007,True,publicdomain,['download']
21072,URN:NBN:no-nb_digibok_2015060948007,True,publicdomain,['download']
21073,URN:NBN:no-nb_digibok_2009092203009,True,publicdomain,['download']
21074,URN:NBN:no-nb_digibok_2010070706018,True,publicdomain,['download']
21075,URN:NBN:no-nb_digibok_2007110112002,True,publicdomain,['download']
21076,URN:NBN:no-nb_digibok_2009032303008,False,copyrighted,['download']
21077,URN:NBN:no-nb_digibok_2014081408067,True,publicdomain,['download']
21078,URN:NBN:no-nb_digibok_2007082302001,True,publicdomain,['download']
21079,URN:NBN:no-nb_digibok_2014031808038,True,publicdomain,['download']
21080,URN:NBN:no-nb_digibok_2010042106007,True,publicdomain,['download']
21081,URN:NBN:no-nb_digibok_2006112001065,True,publicdomain,['download']
21082,URN:NBN:no-nb_digibok_2008090910001,True,publicdomain,['download']
21083,URN:NBN:no-nb_digibok_2014030606066,False,copyrighted,['download']
21084,URN:NBN:no-nb_digibok_2013072408002,False,bokhylla,
21085,URN:NBN:no-nb_digibok_2014052108270,True,publicdomain,['download']
21086,URN:NBN:no-nb_digibok_2020031226010,True,publicdomain,['download']
21087,URN:NBN:no-nb_digibok_2008061602001,True,publicdomain,['download']
21088,URN:NBN:no-nb_digibok_2010031710004,True,publicdomain,['download']
21089,URN:NBN:no-nb_digibok_2017112748519,False,bokhylla,
21090,URN:NBN:no-nb_digibok_2009033103026,True,publicdomain,['download']
21091,URN:NBN:no-nb_digibok_2009081303019,True,publicdomain,['download']
21092,URN:NBN:no-nb_digibok_2008040304028,True,publicdomain,['download']
21093,URN:NBN:no-nb_digibok_2013100308052,False,bokhylla,
21094,URN:NBN:no-nb_digibok_2009072900030,False,bokhylla,
21095,URN:NBN:no-nb_digibok_2012102608000,True,publicdomain,['download']
21096,URN:NBN:no-nb_digibok_2009011603002,True,publicdomain,['download']
21097,URN:NBN:no-nb_digibok_2017073107014,True,publicdomain,['download']
21098,URN:NBN:no-nb_digibok_2013072924003,True,publicdomain,['download']
21099,URN:NBN:no-nb_digibok_2022011748042,True,publicdomain,['download']
21100,URN:NBN:no-nb_digibok_2021020448624,False,ccbyncnd,['download']
21101,URN:NBN:no-nb_digibok_2013013007093,True,publicdomain,['download']
21102,URN:NBN:no-nb_digibok_2017020148096,False,copyrighted,['download']
21103,URN:NBN:no-nb_digibok_2009041703036,True,publicdomain,['download']
21104,URN:NBN:no-nb_digibok_2009082510002,True,publicdomain,['download']
21105,URN:NBN:no-nb_digibok_2016060348151,False,copyrighted,['download']
21106,URN:NBN:no-nb_digibok_2009020500009,True,publicdomain,['download']
21107,URN:NBN:no-nb_digibok_2006112101076,True,publicdomain,['download']
21108,URN:NBN:no-nb_digibok_2008112012001,True,publicdomain,['download']
21109,URN:NBN:no-nb_digibok_2014070708081,False,copyrighted,['download']
21110,URN:NBN:no-nb_digibok_2006112000003,True,publicdomain,['download']
21111,URN:NBN:no-nb_digibok_2017050328001,True,publicdomain,['download']
21112,URN:NBN:no-nb_digibok_2022011448545,True,publicdomain,['download']
21113,URN:NBN:no-nb_digibok_2009020403002,True,publicdomain,['download']
21114,URN:NBN:no-nb_digibok_2019030726041,True,publicdomain,['download']
21115,URN:NBN:no-nb_digibok_2021101348599,False,copyrighted,
21116,URN:NBN:no-nb_digibok_2017070707017,True,publicdomain,['download']
21117,URN:NBN:no-nb_digibok_2016051048065,True,publicdomain,['download']
21118,URN:NBN:no-nb_digibok_2018042348545,False,copyrighted,
21119,URN:NBN:no-nb_digibok_2008070812007,True,publicdomain,['download']
21120,URN:NBN:no-nb_digibok_2009080612002,True,publicdomain,['download']
21121,URN:NBN:no-nb_digibok_2008100812004,True,publicdomain,['download']
21122,URN:NBN:no-nb_digibok_2009021703015,True,publicdomain,['download']
21123,URN:NBN:no-nb_digibok_2008061012007,True,publicdomain,['download']
21124,URN:NBN:no-nb_digibok_2014030748038,True,publicdomain,['download']
21125,URN:NBN:no-nb_digibok_2016102648015,False,copyrighted,['download']
21126,URN:NBN:no-nb_digibok_2020031226015,True,publicdomain,['download']
21127,URN:NBN:no-nb_digibok_2020062626020,True,publicdomain,['download']
21128,URN:NBN:no-nb_digibok_2008091800006,True,publicdomain,['download']
21129,URN:NBN:no-nb_digibok_2008093012001,True,publicdomain,['download']
21130,URN:NBN:no-nb_digibok_2017013148085,False,bokhylla,
21131,URN:NBN:no-nb_digibok_2013091707031,False,copyrighted,['download']
21132,URN:NBN:no-nb_digibok_2009092812001,True,publicdomain,['download']
21133,URN:NBN:no-nb_digibok_2009081903008,True,publicdomain,['download']
21134,URN:NBN:no-nb_digibok_2018073148066,False,copyrighted,
21135,URN:NBN:no-nb_digibok_2011112924021,True,publicdomain,['download']
21136,URN:NBN:no-nb_digibok_2018112826001,True,publicdomain,['download']
21137,URN:NBN:no-nb_digibok_2018022628035,True,publicdomain,['download']
21138,URN:NBN:no-nb_digibok_2010070605032,True,publicdomain,['download']
21139,URN:NBN:no-nb_digibok_2017051248089,True,publicdomain,['download']
21140,URN:NBN:no-nb_digibok_2014010708168,True,publicdomain,['download']
21141,URN:NBN:no-nb_digibok_2015062608052,True,publicdomain,['download']
21142,URN:NBN:no-nb_digibok_2021042148835,True,publicdomain,['download']
21143,URN:NBN:no-nb_digibok_2009082103012,True,publicdomain,['download']
21144,URN:NBN:no-nb_digibok_2015042008058,True,publicdomain,['download']
21145,URN:NBN:no-nb_digibok_2010052806030,True,publicdomain,['download']
21146,URN:NBN:no-nb_digibok_2014040724032,True,publicdomain,['download']
21147,URN:NBN:no-nb_digibok_2021101505076,True,publicdomain,['download']
21148,URN:NBN:no-nb_digibok_2012110824004,True,publicdomain,['download']
21149,URN:NBN:no-nb_digibok_2011060704049,True,publicdomain,['download']
21150,URN:NBN:no-nb_digibok_2014112008045,True,publicdomain,['download']
21151,URN:NBN:no-nb_digibok_2010072823001,False,copyrighted,['download']
21152,URN:NBN:no-nb_digibok_2011053104065,True,publicdomain,['download']
21153,URN:NBN:no-nb_digibok_2017050926016,True,publicdomain,['download']
21154,URN:NBN:no-nb_digibok_2012041108021,True,publicdomain,['download']
21155,URN:NBN:no-nb_digibok_2011050308006,True,publicdomain,['download']
21156,URN:NBN:no-nb_digibok_2014061908029,True,publicdomain,['download']
21157,URN:NBN:no-nb_digibok_2008040300044,True,publicdomain,['download']
21158,URN:NBN:no-nb_digibok_2009061110001,True,publicdomain,['download']
21159,URN:NBN:no-nb_digibok_2012091908114,True,publicdomain,['download']
21160,URN:NBN:no-nb_digibok_2012032124014,False,bokhylla,
21161,URN:NBN:no-nb_digibok_2010012603005,True,publicdomain,['download']
21162,URN:NBN:no-nb_digibok_2018051548036,True,publicdomain,['download']
21163,URN:NBN:no-nb_digibok_2011080920001,False,bokhylla,
21164,URN:NBN:no-nb_digibok_2011011820001,False,bokhylla,
21165,URN:NBN:no-nb_digibok_2008041610006,True,publicdomain,['download']
21166,URN:NBN:no-nb_digibok_2008052612003,True,publicdomain,['download']
21167,URN:NBN:no-nb_digibok_2014080424009,True,publicdomain,['download']
21168,URN:NBN:no-nb_digibok_2014071606014,True,publicdomain,['download']
21169,URN:NBN:no-nb_digibok_2006111600059,True,publicdomain,['download']
21170,URN:NBN:no-nb_digibok_2011072110010,False,copyrighted,
21171,URN:NBN:no-nb_digibok_2013102108128,True,publicdomain,['download']
21172,URN:NBN:no-nb_digibok_2012041608069,True,publicdomain,['download']
21173,URN:NBN:no-nb_digibok_2013081926012,False,bokhylla,
21174,URN:NBN:no-nb_digibok_2013102407061,True,publicdomain,['download']
21175,URN:NBN:no-nb_digibok_2008011010004,True,publicdomain,['download']
21176,URN:NBN:no-nb_digibok_2014072308039,True,publicdomain,['download']
21177,URN:NBN:no-nb_digibok_2006082800010,True,publicdomain,['download']
21178,URN:NBN:no-nb_digibok_2012070405031,False,bokhylla,
21179,URN:NBN:no-nb_digibok_2008101704046,True,publicdomain,['download']
21180,URN:NBN:no-nb_digibok_2017032248217,True,publicdomain,['download']
21181,URN:NBN:no-nb_digibok_2013112528022,True,publicdomain,['download']
21182,URN:NBN:no-nb_digibok_2009011203024,True,publicdomain,['download']
21183,URN:NBN:no-nb_digibok_2006083100071,True,publicdomain,['download']
21184,URN:NBN:no-nb_digibok_2009021603002,True,publicdomain,['download']
21185,URN:NBN:no-nb_digibok_2021042148742,True,publicdomain,['download']
21186,URN:NBN:no-nb_digibok_2021100748568,False,bokhylla,
21187,URN:NBN:no-nb_digibok_2013101708072,True,publicdomain,['download']
21188,URN:NBN:no-nb_digibok_2010052706012,True,publicdomain,['download']
21189,URN:NBN:no-nb_digibok_2021121648177,False,copyrighted,
21190,URN:NBN:no-nb_digibok_2007091312007,True,publicdomain,['download']
21191,URN:NBN:no-nb_digibok_2016041548025,True,publicdomain,['download']
21192,URN:NBN:no-nb_digibok_2010051906037,False,bokhylla,
21193,URN:NBN:no-nb_digibok_2014101658063,True,publicdomain,['download']
21194,URN:NBN:no-nb_digibok_2013101408103,True,publicdomain,['download']
21195,URN:NBN:no-nb_digibok_2012061308051,True,publicdomain,['download']
21196,URN:NBN:no-nb_digibok_2014121208051,True,publicdomain,['download']
21197,URN:NBN:no-nb_digibok_2008040200111,True,publicdomain,['download']
21198,URN:NBN:no-nb_digibok_2016101848088,False,bokhylla,
21199,URN:NBN:no-nb_digibok_2010081910001,False,copyrighted,['download']
21200,URN:NBN:no-nb_digibok_2018051448546,False,copyrighted,['download']
21201,URN:NBN:no-nb_digibok_2016090948127,False,copyrighted,['download']
21202,URN:NBN:no-nb_digibok_2019080526003,True,publicdomain,['download']
21203,URN:NBN:no-nb_digibok_2017012548022,False,bokhylla,
21204,URN:NBN:no-nb_digibok_2009062304067,True,publicdomain,['download']
21205,URN:NBN:no-nb_digibok_2018052448503,True,publicdomain,['download']
21206,URN:NBN:no-nb_digibok_2013111908105,True,publicdomain,['download']
21207,URN:NBN:no-nb_digibok_2016051026004,True,publicdomain,['download']
21208,URN:NBN:no-nb_digibok_2014012308033,True,publicdomain,['download']
21209,URN:NBN:no-nb_digibok_2015060948128,True,publicdomain,['download']
21210,URN:NBN:no-nb_digibok_2015043008213,True,publicdomain,['download']
21211,URN:NBN:no-nb_digibok_2008040104003,False,copyrighted,['download']
21212,URN:NBN:no-nb_digibok_2014021807003,False,copyrighted,['download']
21213,URN:NBN:no-nb_digibok_2018051448082,True,publicdomain,['download']
21214,URN:NBN:no-nb_digibok_2022011448035,False,bokhylla,
21215,URN:NBN:no-nb_digibok_2015070848032,True,publicdomain,['download']
21216,URN:NBN:no-nb_digibok_2009081903033,True,publicdomain,['download']
21217,URN:NBN:no-nb_digibok_2010042706057,True,publicdomain,['download']
21218,URN:NBN:no-nb_digibok_2014030624009,True,publicdomain,['download']
21219,URN:NBN:no-nb_digibok_2017051148070,True,publicdomain,['download']
21220,URN:NBN:no-nb_digibok_2010063003005,True,publicdomain,['download']
21221,URN:NBN:no-nb_digibok_2009020603027,False,bokhylla,
21222,URN:NBN:no-nb_digibok_2018042448535,True,publicdomain,['download']
21223,URN:NBN:no-nb_digibok_2017081448039,False,bokhylla,
21224,URN:NBN:no-nb_digibok_2014110426010,True,publicdomain,['download']
21225,URN:NBN:no-nb_digibok_2016111648027,True,publicdomain,['download']
21226,URN:NBN:no-nb_digibok_2013010708067,True,publicdomain,['download']
21227,URN:NBN:no-nb_digibok_2008112810001,True,publicdomain,['download']
21228,URN:NBN:no-nb_digibok_2013042608041,True,publicdomain,['download']
21229,URN:NBN:no-nb_digibok_2016051048074,False,bokhylla,
21230,URN:NBN:no-nb_digibok_2009042103013,True,publicdomain,['download']
21231,URN:NBN:no-nb_digibok_2011060812002,True,publicdomain,['download']
21232,URN:NBN:no-nb_digibok_2021081748554,True,publicdomain,['download']
21233,URN:NBN:no-nb_digibok_2013040424004,True,publicdomain,['download']
21234,URN:NBN:no-nb_digibok_2008102313006,True,publicdomain,['download']
21235,URN:NBN:no-nb_digibok_2009042412001,True,publicdomain,['download']
21236,URN:NBN:no-nb_digibok_2016062248020,True,publicdomain,['download']
21237,URN:NBN:no-nb_digibok_2015041708063,False,copyrighted,
21238,URN:NBN:no-nb_digibok_2016052548044,True,publicdomain,['download']
21239,URN:NBN:no-nb_digibok_2014020708067,False,bokhylla,
21240,URN:NBN:no-nb_digibok_2008022712002,True,publicdomain,['download']
21241,URN:NBN:no-nb_digibok_2021042648612,False,bokhylla,
21242,URN:NBN:no-nb_digibok_2009032003006,True,publicdomain,['download']
21243,URN:NBN:no-nb_digibok_2017050848110,False,bokhylla,
21244,URN:NBN:no-nb_digibok_2012071206007,True,publicdomain,['download']
21245,URN:NBN:no-nb_digibok_2014052208030,True,publicdomain,['download']
21246,URN:NBN:no-nb_digibok_2013091308034,True,publicdomain,['download']
21247,URN:NBN:no-nb_digibok_2021100848060,True,publicdomain,['download']
21248,URN:NBN:no-nb_digibok_2018052348006,True,publicdomain,['download']
21249,URN:NBN:no-nb_digibok_2010042706052,True,publicdomain,['download']
21250,URN:NBN:no-nb_digibok_2013081908003,True,publicdomain,['download']
21251,URN:NBN:no-nb_digibok_2010092803026,True,publicdomain,['download']
21252,URN:NBN:no-nb_digibok_2014102408003,False,copyrighted,['download']
21253,URN:NBN:no-nb_digibok_2008101704089,True,publicdomain,['download']
21254,URN:NBN:no-nb_digibok_2013101408118,True,publicdomain,['download']
21255,URN:NBN:no-nb_digibok_2008042410001,True,publicdomain,['download']
21256,URN:NBN:no-nb_digibok_2014031808035,True,publicdomain,['download']
21257,URN:NBN:no-nb_digibok_2011052404045,True,publicdomain,['download']
21258,URN:NBN:no-nb_digibok_2010082422026,True,publicdomain,['download']
21259,URN:NBN:no-nb_digibok_2012022008162,True,publicdomain,['download']
21260,URN:NBN:no-nb_digibok_2009082010001,True,publicdomain,['download']
21261,URN:NBN:no-nb_digibok_2013042608147,True,publicdomain,['download']
21262,URN:NBN:no-nb_digibok_2008101004041,True,publicdomain,['download']
21263,URN:NBN:no-nb_digibok_2010012603017,True,publicdomain,['download']
21264,URN:NBN:no-nb_digibok_2016112129003,True,publicdomain,['download']
21265,URN:NBN:no-nb_digibok_2021090748033,True,publicdomain,['download']
21266,URN:NBN:no-nb_digibok_2019091928001,True,publicdomain,['download']
21267,URN:NBN:no-nb_digibok_2008052902004,True,publicdomain,['download']
21268,URN:NBN:no-nb_digibok_2009021803029,True,publicdomain,['download']
21269,URN:NBN:no-nb_digibok_2018051648028,True,publicdomain,['download']
21270,URN:NBN:no-nb_digibok_2010020103003,True,publicdomain,['download']
21271,URN:NBN:no-nb_digibok_2009100810002,True,publicdomain,['download']
21272,URN:NBN:no-nb_digibok_2014092908004,True,publicdomain,['download']
21273,URN:NBN:no-nb_digibok_2017060626024,True,publicdomain,['download']
21274,URN:NBN:no-nb_digibok_2017081748056,False,copyrighted,
21275,URN:NBN:no-nb_digibok_2008112703020,True,publicdomain,['download']
21276,URN:NBN:no-nb_digibok_2006112101046,True,publicdomain,['download']
21277,URN:NBN:no-nb_digibok_2018021526028,True,publicdomain,['download']
21278,URN:NBN:no-nb_digibok_2019052926004,True,publicdomain,['download']
21279,URN:NBN:no-nb_digibok_2018051648037,True,publicdomain,['download']
21280,URN:NBN:no-nb_digibok_2006083000078,True,publicdomain,['download']
21281,URN:NBN:no-nb_digibok_2021090748043,False,copyrighted,
21282,URN:NBN:no-nb_digibok_2017030648055,False,bokhylla,
21283,URN:NBN:no-nb_digibok_2017101048544,True,publicdomain,['download']
21284,URN:NBN:no-nb_digibok_2021090726004,True,publicdomain,['download']
21285,URN:NBN:no-nb_digibok_2009033103025,False,bokhylla,
21286,URN:NBN:no-nb_digibok_2021040648674,False,bokhylla,
21287,URN:NBN:no-nb_digibok_2022022826003,True,publicdomain,['download']
21288,URN:NBN:no-nb_digibok_2014022408078,True,publicdomain,['download']
21289,URN:NBN:no-nb_digibok_2016092829002,True,publicdomain,['download']
21290,URN:NBN:no-nb_digibok_2021042748566,True,publicdomain,['download']
21291,URN:NBN:no-nb_digibok_2018110626047,True,publicdomain,['download']
21292,URN:NBN:no-nb_digibok_2018062648004,False,copyrighted,
21293,URN:NBN:no-nb_digibok_2009013000025,False,bokhylla,
21294,URN:NBN:no-nb_digibok_2012071213007,True,publicdomain,['download']
21295,URN:NBN:no-nb_digibok_2006112000029,True,publicdomain,['download']
21296,URN:NBN:no-nb_digibok_2010061503024,True,publicdomain,['download']
21297,URN:NBN:no-nb_digibok_2013120205007,True,publicdomain,['download']
21298,URN:NBN:no-nb_digibok_2014070838038,True,publicdomain,['download']
21299,URN:NBN:no-nb_digibok_2012070608304,True,publicdomain,['download']
21300,URN:NBN:no-nb_digibok_2021101348521,True,publicdomain,['download']
21301,URN:NBN:no-nb_digibok_2013080908104,True,publicdomain,['download']
21302,URN:NBN:no-nb_digibok_2013111326001,True,publicdomain,['download']
21303,URN:NBN:no-nb_digibok_2009072901008,True,publicdomain,['download']
21304,URN:NBN:no-nb_digibok_2018040448021,True,publicdomain,['download']
21305,URN:NBN:no-nb_digibok_2019012588006,False,bokhylla,
21306,URN:NBN:no-nb_digibok_2019012588010,False,bokhylla,
21307,URN:NBN:no-nb_digibok_2009011510008,True,publicdomain,['download']
21308,URN:NBN:no-nb_digibok_2012031912002,False,bokhylla,
21309,URN:NBN:no-nb_digibok_2017030726008,True,publicdomain,['download']
21310,URN:NBN:no-nb_digibok_2011111412001,False,copyrighted,['download']
21311,URN:NBN:no-nb_digibok_2008052902005,True,publicdomain,['download']
21312,URN:NBN:no-nb_digibok_2015120927002,True,publicdomain,['download']
21313,URN:NBN:no-nb_digibok_2014050808007,True,publicdomain,['download']
21314,URN:NBN:no-nb_digibok_2021111926008,True,publicdomain,['download']
21315,URN:NBN:no-nb_digibok_2013061108062,False,copyrighted,['download']
21316,URN:NBN:no-nb_digibok_2015070848002,True,publicdomain,['download']
21317,URN:NBN:no-nb_digibok_2015072408037,True,publicdomain,['download']
21318,URN:NBN:no-nb_digibok_2015070848034,True,publicdomain,['download']
21319,URN:NBN:no-nb_digibok_2016101148027,True,publicdomain,['download']
21320,URN:NBN:no-nb_digibok_2019042926004,True,publicdomain,['download']
21321,URN:NBN:no-nb_digibok_2008040204050,True,publicdomain,['download']
21322,URN:NBN:no-nb_digibok_2008111012005,True,publicdomain,['download']
21323,URN:NBN:no-nb_digibok_2008061612004,True,publicdomain,['download']
21324,URN:NBN:no-nb_digibok_2016101226007,True,publicdomain,['download']
21325,URN:NBN:no-nb_digibok_2010030903058,True,publicdomain,['download']
21326,URN:NBN:no-nb_digibok_2014102208094,True,publicdomain,['download']
21327,URN:NBN:no-nb_digibok_2020032526006,True,publicdomain,['download']
21328,URN:NBN:no-nb_digibok_2008112703010,True,publicdomain,['download']
21329,URN:NBN:no-nb_digibok_2017060626012,True,publicdomain,['download']
21330,URN:NBN:no-nb_digibok_2017112348560,False,copyrighted,
21331,URN:NBN:no-nb_digibok_2009120313002,True,publicdomain,['download']
